:START_ID,:END_ID,:TYPE,edge_id,source_layer,source_name,confidence:float,evidence_text,semantic_key,fusion_status,fusion_reason,role,display_label
ed744fa1064b360acfcfca02f6d0a2141333df69,Q7251,EXT_EVENT_ARG,EVENT_ARG::a1ed539f2d3604967cd8,event,wikidata_sparql,0.95,1926-01-01T00:00:00Z / 1931-01-01T00:00:00Z,EVENT_ARG::ed744fa1064b360acfcfca02f6d0a2141333df69::student::Q7251,original,,student,EXT_EVENT_ARG [event]
c0bff1944eb8e0c3d4baa2e819978f8d88fdf91e,literal:Time:f97cb79e8497cecae08c,EXT_EVENT_ARG,EVENT_ARG::a3115dbe6109a9560bf7,event,wikidata_sparql,,1926-01-01T00:00:00Z,EVENT_ARG::c0bff1944eb8e0c3d4baa2e819978f8d88fdf91e::time::literal:Time:f97cb79e8497cecae08c,original,,time,EXT_EVENT_ARG [event]
a449a2c2651db20dadc33f9a74b0bd9422ed138b,Q7251,EXT_EVENT_ARG,EVENT_ARG::a34e7b15a50622965e50,event,wikidata_sparql,0.95,,EVENT_ARG::a449a2c2651db20dadc33f9a74b0bd9422ed138b::proposer::Q7251,original,,proposer,EXT_EVENT_ARG [event]
82cbb884381cab33aac03082660eb5092af22ab2,Q14420,EXT_EVENT_ARG,EVENT_ARG::a63389e8b20a3348a8de,event,wikidata_sparql,0.95,,EVENT_ARG::82cbb884381cab33aac03082660eb5092af22ab2::award::Q14420,original,,award,EXT_EVENT_ARG [event]
5a00f19fd1d6759d0c4be6649fb1923c029d4db3,Q7251,EXT_EVENT_ARG,EVENT_ARG::a69e8bdab67a546ef3a9,event,wikidata_sparql,0.95,1948-03-01T00:00:00Z / 1952-01-01T00:00:00Z,EVENT_ARG::5a00f19fd1d6759d0c4be6649fb1923c029d4db3::employee::Q7251,original,,employee,EXT_EVENT_ARG [event]
1e9b58834e7b16a92a35ece0040ea5fba8b5646a,Q7251,EXT_EVENT_ARG,EVENT_ARG::af1638fbb48c5ce9b32f,event,wikidata_sparql,0.95,1912-06-23T00:00:00Z,EVENT_ARG::1e9b58834e7b16a92a35ece0040ea5fba8b5646a::person::Q7251,original,,person,EXT_EVENT_ARG [event]
ba90e8467fa8af5fd940399abc6644e1b63c792f,literal:Time:bda350e497b57cce603e,EXT_EVENT_ARG,EVENT_ARG::b23b9b2f4ac9ad197a39,event,wikidata_sparql,,1936-01-01T00:00:00Z,EVENT_ARG::ba90e8467fa8af5fd940399abc6644e1b63c792f::time::literal:Time:bda350e497b57cce603e,original,,time,EXT_EVENT_ARG [event]
7e2ba48c88b1b2650ec707ac921921d36c8354d7,Q924289,EXT_EVENT_ARG,EVENT_ARG::b5b43450b58139f2e2af,event,wikidata_sparql,0.95,1931-01-01T00:00:00Z / 1934-01-01T00:00:00Z,EVENT_ARG::7e2ba48c88b1b2650ec707ac921921d36c8354d7::institution::Q924289,original,,institution,EXT_EVENT_ARG [event]
a3a5c29adddf0f5038d69edbdbca9d7643c5e3f1,literal:Time:c609396d48345d524ce2,EXT_EVENT_ARG,EVENT_ARG::b804e171b67f3e597c1d,event,wikidata_sparql,,1951-01-01T00:00:00Z,EVENT_ARG::a3a5c29adddf0f5038d69edbdbca9d7643c5e3f1::time::literal:Time:c609396d48345d524ce2,original,,time,EXT_EVENT_ARG [event]
695ff1f6577fbb828e601935aa3d5e7fd7ea70d1,Q7251,EXT_EVENT_ARG,EVENT_ARG::bbce4850fa769e53258c,event,wikidata_sparql,0.95,,EVENT_ARG::695ff1f6577fbb828e601935aa3d5e7fd7ea70d1::designer::Q7251,original,,designer,EXT_EVENT_ARG [event]
2caa17fc3f980570acc9e699c090d266c141bbdf,Q7251,EXT_EVENT_ARG,EVENT_ARG::bf541ce81503a961cd52,event,wikidata_sparql,0.95,1937-01-01T00:00:00Z / 1938-01-01T00:00:00Z,EVENT_ARG::2caa17fc3f980570acc9e699c090d266c141bbdf::student::Q7251,original,,student,EXT_EVENT_ARG [event]
82cbb884381cab33aac03082660eb5092af22ab2,Q7251,EXT_EVENT_ARG,EVENT_ARG::bfd3b3ba02e3098d983c,event,wikidata_sparql,0.95,,EVENT_ARG::82cbb884381cab33aac03082660eb5092af22ab2::recipient::Q7251,original,,recipient,EXT_EVENT_ARG [event]
e70528b78ffc68ae3a846d516788d7f435aedcaf,Q5583769,EXT_EVENT_ARG,EVENT_ARG::c3435cb468976f6cf406,event,wikidata_sparql,0.95,,EVENT_ARG::e70528b78ffc68ae3a846d516788d7f435aedcaf::concept::Q5583769,original,,concept,EXT_EVENT_ARG [event]
b80211a4d499adc9bcfb5f49462bc4e4bd4bd447,Q7251,EXT_EVENT_ARG,EVENT_ARG::c62be7183fd8a2e97960,event,wikidata_sparql,0.95,,EVENT_ARG::b80211a4d499adc9bcfb5f49462bc4e4bd4bd447::proposer::Q7251,original,,proposer,EXT_EVENT_ARG [event]
a3a5c29adddf0f5038d69edbdbca9d7643c5e3f1,Q15631401,EXT_EVENT_ARG,EVENT_ARG::c6a2a389e6671070f6bb,event,wikidata_sparql,0.95,1951-01-01T00:00:00Z,EVENT_ARG::a3a5c29adddf0f5038d69edbdbca9d7643c5e3f1::award::Q15631401,original,,award,EXT_EVENT_ARG [event]
a790cdad3d1d635be084f074dfa9659aa4553e9e,Q220798,EXT_EVENT_ARG,EVENT_ARG::c6d1d27e33af0163b4d0,event,wikidata_sparql,0.95,1938-01-01T00:00:00Z / 1945-01-01T00:00:00Z,EVENT_ARG::a790cdad3d1d635be084f074dfa9659aa4553e9e::employer::Q220798,original,,employer,EXT_EVENT_ARG [event]
f39ef217cb68fe49a2e99bc130f5e35a3a548bc6,Q7251,EXT_EVENT_ARG,EVENT_ARG::c859ccb54b9b8a3fec5b,event,wikidata_sparql,0.95,1954-06-07T00:00:00Z,EVENT_ARG::f39ef217cb68fe49a2e99bc130f5e35a3a548bc6::person::Q7251,original,,person,EXT_EVENT_ARG [event]
695ff1f6577fbb828e601935aa3d5e7fd7ea70d1,Q163310,EXT_EVENT_ARG,EVENT_ARG::c8f1d2400081b35fa562,event,wikidata_sparql,0.95,,EVENT_ARG::695ff1f6577fbb828e601935aa3d5e7fd7ea70d1::machine::Q163310,original,,machine,EXT_EVENT_ARG [event]
2caa17fc3f980570acc9e699c090d266c141bbdf,Q21578,EXT_EVENT_ARG,EVENT_ARG::d10a7d2e56898114a9d8,event,wikidata_sparql,0.95,1937-01-01T00:00:00Z / 1938-01-01T00:00:00Z,EVENT_ARG::2caa17fc3f980570acc9e699c090d266c141bbdf::institution::Q21578,original,,institution,EXT_EVENT_ARG [event]
c7bea787ad5448520499863371dbc6967628dbc6,literal:Time:5ff7b68dd81ab59b4aaf,EXT_EVENT_ARG,EVENT_ARG::dc2a124a0b957937a763,event,wikidata_sparql,,1946-06-24T00:00:00Z,EVENT_ARG::c7bea787ad5448520499863371dbc6967628dbc6::time::literal:Time:5ff7b68dd81ab59b4aaf,original,,time,EXT_EVENT_ARG [event]
485e7b42f082b3f9bfe9914a4f7c26cbe263d84f,Q7251,EXT_EVENT_ARG,EVENT_ARG::df3b4897cb049b3770b8,event,wikidata_sparql,0.95,,EVENT_ARG::485e7b42f082b3f9bfe9914a4f7c26cbe263d84f::designer::Q7251,original,,designer,EXT_EVENT_ARG [event]
7e2ba48c88b1b2650ec707ac921921d36c8354d7,Q7251,EXT_EVENT_ARG,EVENT_ARG::e1a15b4ad1367058f311,event,wikidata_sparql,0.95,1931-01-01T00:00:00Z / 1934-01-01T00:00:00Z,EVENT_ARG::7e2ba48c88b1b2650ec707ac921921d36c8354d7::student::Q7251,original,,student,EXT_EVENT_ARG [event]
e70528b78ffc68ae3a846d516788d7f435aedcaf,Q7251,EXT_EVENT_ARG,EVENT_ARG::e23dcb77682b4591b840,event,wikidata_sparql,0.95,,EVENT_ARG::e70528b78ffc68ae3a846d516788d7f435aedcaf::proposer::Q7251,original,,proposer,EXT_EVENT_ARG [event]
02312e2f5243659ab53e68d8ff421eddd405e153,Q7854954,EXT_EVENT_ARG,EVENT_ARG::e56214e741739e635066,event,wikidata_sparql,0.95,1936-11-01T00:00:00Z,EVENT_ARG::02312e2f5243659ab53e68d8ff421eddd405e153::work::Q7854954,original,,work,EXT_EVENT_ARG [event]
9afba5d1054d30c0b5c6311091a901309b24ec0a,Q189223,EXT_EVENT_ARG,EVENT_ARG::e71b537254ccdb59499c,event,wikidata_sparql,0.95,,EVENT_ARG::9afba5d1054d30c0b5c6311091a901309b24ec0a::concept::Q189223,original,,concept,EXT_EVENT_ARG [event]
c0bff1944eb8e0c3d4baa2e819978f8d88fdf91e,Q7251,EXT_EVENT_ARG,EVENT_ARG::e7697afc2b2aea757a58,event,wikidata_sparql,0.95,1926-01-01T00:00:00Z,EVENT_ARG::c0bff1944eb8e0c3d4baa2e819978f8d88fdf91e::student::Q7251,original,,student,EXT_EVENT_ARG [event]
7e2ba48c88b1b2650ec707ac921921d36c8354d7,literal:Time:278ce9ae63df4c73cfb8,EXT_EVENT_ARG,EVENT_ARG::f020a210a2605b1eb85b,event,wikidata_sparql,,1931-01-01T00:00:00Z / 1934-01-01T00:00:00Z,EVENT_ARG::7e2ba48c88b1b2650ec707ac921921d36c8354d7::time::literal:Time:278ce9ae63df4c73cfb8,original,,time,EXT_EVENT_ARG [event]
a792edef8564208d7585c87cc98fd83ab581af45,literal:Time:de2233b1ceec1319d178,EXT_EVENT_ARG,EVENT_ARG::fb0ae9a5762fc3ea8511,event,wikidata_sparql,,1934-01-01T00:00:00Z / 1937-01-01T00:00:00Z,EVENT_ARG::a792edef8564208d7585c87cc98fd83ab581af45::time::literal:Time:de2233b1ceec1319d178,original,,time,EXT_EVENT_ARG [event]
ed744fa1064b360acfcfca02f6d0a2141333df69,literal:Time:c50fd659dd5720a71bcb,EXT_EVENT_ARG,EVENT_ARG::ff9f54f33b8e711117b7,event,wikidata_sparql,,1926-01-01T00:00:00Z / 1931-01-01T00:00:00Z,EVENT_ARG::ed744fa1064b360acfcfca02f6d0a2141333df69::time::literal:Time:c50fd659dd5720a71bcb,original,,time,EXT_EVENT_ARG [event]
Q7251,Q189223,PROPOSED,EVIDENCE::03b7f507aa11902da04a,evidence,pattern+ds+llm_verify,1.0,"In'Computing Machinery and Intelligence', a foundational 1950 article on artificial intelligence, he proposed an imitation game to see if a computer could fool a person into thinking it was human—now famous as the'Turing Test'.",EVIDENCE::Q7251::PROPOSED::Q189223::9af630aa062d,original,,,PROPOSED [evidence]
Q7251,Q10762848,AWARDED,EVIDENCE::04e955ea770f13476bad,evidence,pattern+ds+llm_verify,1.0,"Thus, even though Turing was appointed an Officer of the Order of the British Empire (OBE) in 1946 by King George VI for his wartime services, his work remained secret for many years.",EVIDENCE::Q7251::AWARDED::Q10762848::6bcb303a19e1,original,,,AWARDED [evidence]
Q7251,Q2278254,STUDIED_AT,EVIDENCE::0aae2f896d88a9efa8cf,evidence,pattern+ds+llm_verify,1.0,"In 1926, at the age of 13, he went on to Sherborne School, an independent boarding school in the market town of Sherborne in Dorset, where he boarded at Westcott House.",EVIDENCE::Q7251::STUDIED_AT::Q2278254::50f834bbc520,original,,,STUDIED_AT [evidence]
Q7251,Q35794,STUDIED_AT,EVIDENCE::0dd06fba0481f8e4378a,evidence,pattern+ds+llm_verify,1.0,"He graduated from Cambridge in Mathematics in 1934, was a fellow at Kings College for two years, during which he wrote his famous paper which introduced the Turing Machine, went to Princeton for two years to do a Ph.D.",EVIDENCE::Q7251::STUDIED_AT::Q35794::fc6ab14de39d,original,,,STUDIED_AT [evidence]
Q7251,Q35794,STUDIED_AT,EVIDENCE::0e72e893692799a8c910,evidence,pattern+ds+llm_verify,1.0,He entered the University of Cambridge to study mathematics in 1931.,EVIDENCE::Q7251::STUDIED_AT::Q35794::0b2867bb1665,original,,,STUDIED_AT [evidence]
Q7251,Q20895966,AUTHORED,EVIDENCE::1dfd1b63cf1dbfba169c,evidence,pattern+ds+llm_verify,1.0,"Turing did the earliest work on AI, and he introduced many of the central concepts of AI in a report entitled “Intelligent Machinery” (1948).",EVIDENCE::Q7251::AUTHORED::Q20895966::7a1ef19df94b,original,,,AUTHORED [evidence]
Q7251,Q480476,DESIGNED,EVIDENCE::1ecc5026cfee4edff48f,evidence,pattern+ds+llm_verify,1.0,"During the autumn of 1939 and the spring of 1940, Turing and others designed a related, but very different, code-breaking machine known as the Bombe.",EVIDENCE::Q7251::DESIGNED::Q480476::d27ae7867a5a,original,,,DESIGNED [evidence]
Q7251,Q122744,BORN_IN,EVIDENCE::2a2808569557636768fb,evidence,pattern+ds+llm_verify,1.0,"However, both Julius and Ethel wanted their children to be brought up in Britain, so they moved to Maida Vale, London, where Alan Turing was born on 23 June 1912, as recorded by a blue plaque on the outside of the house of his birth, later the Colonnade Hotel.",EVIDENCE::Q7251::BORN_IN::Q122744::9b190a39414b,original,,,BORN_IN [evidence]
Q7251,Q21578,STUDIED_AT,EVIDENCE::3420c042474fb8ad1518,evidence,pattern+ds+llm_verify,1.0,"In 1936, Turing travelled to the USA and studied for three years at Princeton University.",EVIDENCE::Q7251::STUDIED_AT::Q21578::0ac8fd6c642c,original,,,STUDIED_AT [evidence]
Q7251,Q2011497,DIED_IN,EVIDENCE::3caf50eddc46c8d4eab8,evidence,pattern+ds+llm_verify,1.0,"He continued to work and his friends supported him, but two years later he was found dead at home in Wilmslow, an apparent suicide by a cyanide laced apple, though many questions remain.",EVIDENCE::Q7251::DIED_IN::Q2011497::7642088edec6,original,,,DIED_IN [evidence]
Q7251,Q220798,WORKED_AT,EVIDENCE::3d12b4def6956e258269,evidence,pattern+ds+llm_verify,0.752705,"From September 1938, Turing worked part-time with the Government Code and Cypher School (GC&CS), the British codebreaking organisation.",EVIDENCE::Q7251::WORKED_AT::Q220798::89449177085d,original,,,WORKED_AT [evidence]
Q7251,Q122744,BORN_IN,EVIDENCE::3d740e572ca6e8d6f16c,wikipedia_direct,wikipedia_parse_api,0.95,"Born: Alan Mathison Turing ( 1912-06-23 ) 23 June 1912 Maida Vale , London, England",EVIDENCE::Q7251::BORN_IN::Q122744::aed9ebecb2a6,original,,,BORN_IN [wikipedia_direct]
Q7251,Q2278254,STUDIED_AT,EVIDENCE::46cdfd31a971fb503507,evidence,pattern+ds+llm_verify,0.859519,"Cambridge Turing moved from Hazelhurst to Sherborne School in Dorset, whence he came up to King’s College Cambridge in October 1931.",EVIDENCE::Q7251::STUDIED_AT::Q2278254::010c4891c6b6,original,,,STUDIED_AT [evidence]
Q7251,Q480476,DESIGNED,EVIDENCE::47826e7d1afc34c7f69a,evidence,pattern+ds+llm_verify,1.0,"Building on work started by Polish codebreakers before their country was invaded, Turing and his colleague Gordon Welchman developed a machine to help the codebreakers: the Bombe.",EVIDENCE::Q7251::DESIGNED::Q480476::7f525887c81a,original,,,DESIGNED [evidence]
Q7251,Q924289,STUDIED_AT,EVIDENCE::61d5a45ddc26bfea2c40,evidence,pattern+ds+llm_verify,0.964452,"A pioneer in computational science When Turing came to the Princeton Graduate School in 1936 after studies at King's College, Cambridge, he had already written the seminal paper, ""On Computable Numbers.""",EVIDENCE::Q7251::STUDIED_AT::Q924289::a98ffcec8b58,original,,,STUDIED_AT [evidence]
Q7251,Q220798,WORKED_AT,EVIDENCE::631bb44fa31d7ad1d530,evidence,pattern+ds+llm_verify,1.0,"Secretly, he worked part-time for the British cryptanalytic department, the so-called Government Code and Cypher School.",EVIDENCE::Q7251::WORKED_AT::Q220798::921d335a7c5e,original,,,WORKED_AT [evidence]
Q7251,Q15631401,AWARDED,EVIDENCE::63361e1f1f046e9dc1b1,evidence,pattern+ds+llm_verify,1.0,"Turing was elected a fellow of the Royal Society of London in March 1951, a high honour, yet his life was about to become very hard.",EVIDENCE::Q7251::AWARDED::Q15631401::6823cda08f9e,original,,,AWARDED [evidence]
